,Unnamed: 0,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,project_time_years,geometry,index_right,nhood,zone_class
2388,3948,,10 ROUSSEAU ST,6747015,2008-08-19,CONSTRUCTION,10/01/2010,2008-08-19,200502236042,2005-02-23,2008-08-19,2005-02-23,2008-08-19,CONSTRUCTION,"('2008-08-19', '2008-08-19', '2008-08-19', '2008-08-19', '2008-08-19')",2046.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,2.0,-122.430259,37.73332,RH-2,RH-2,5.605479452054794,POINT (-122.430259 37.73332),24,Outer Mission,Conventional Residential
2432,3946,,418 BOSWORTH ST,6747006,2009-06-05,CONSTRUCTION,10/01/2010,2009-06-05,200503288520,2005-03-28,2009-06-05,2005-03-28,2009-06-05,CONSTRUCTION,"('2009-06-05', '2009-06-05', '2009-06-05', '2009-06-05', '2009-06-05')",2013.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,2.0,-122.430927,37.733381,RH-2,RH-2,5.515068493150685,POINT (-122.430927 37.733381),24,Outer Mission,Conventional Residential
3128,3947,,418 BOSWORTH ST,6747007,2009-05-21,CONSTRUCTION,10/01/2010,2009-05-21,200503288527,2005-03-28,2009-05-21,2005-03-28,2009-05-21,CONSTRUCTION,"('2009-05-21', '2009-05-21', '2009-05-21', '2009-05-21', '2009-05-21')",2013.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,2.0,-122.430927,37.733381,RH-2,RH-2,5.515068493150685,POINT (-122.430927 37.733381),24,Outer Mission,Conventional Residential
868,21382,2008-11-21,6524 FULTON ST,1684002I,2011-06-03,CONSTRUCTION,01/01/2016,2011-06-03,200712200952.0,2007-12-20,2008-11-21,2007-12-20,2011-06-03,CONSTRUCTION,"('2008-11-21', '2008-11-21', '2008-11-21', '2008-11-21', '2008-11-21', '2008-11-21', '2008-11-21', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03', '2011-06-03')",2934.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.501833776,37.7720173722,RH-2,RH-2,8.038356164383561,POINT (-122.501833776 37.7720173722),25,Outer Richmond,Conventional Residential
96,12318,,875 43RD AV,1686016,2013-01-23,CONSTRUCTION,07/01/2013,2012-10-09,201205049836,2012-05-04,2012-05-04,2012-05-04 00:00:00,2013-01-23,CONSTRUCTION,"('2012-05-04', '2012-10-09', '2012-11-20', '2013-01-23', '2013-01-23')",423.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,1.0,1.0,-122.503838,37.77218,RH-2,RH-2,1.158904109589041,POINT (-122.503838 37.77218),25,Outer Richmond,Conventional Residential
1594,2346,,850 30TH AV,1672024,2010-02-24,CONSTRUCTION,04/01/2010,2010-02-24,200910269851,2009-10-26,2009-10-26,2009-10-26,2010-02-24,CONSTRUCTION,"('2009-10-26', '2010-02-24')",157.0,"('BP FILED', 'CONSTRUCTION')",1,2010,Under Construction,2.0,,-122.489282,37.773244,RH-2,RH-2,0.4301369863013699,POINT (-122.489282 37.773244),25,Outer Richmond,Conventional Residential
533,535,,740 39TH AV,1606037,2008-06-30,CONSTRUCTION,10/01/2009,2008-06-30,200404282452,2004-04-28,2008-06-30,2004-04-28,2008-06-30,CONSTRUCTION,"('2008-06-30',)",1982.0,"('CONSTRUCTION',)",3,2009,Under Construction,1.0,1.0,-122.49921299999998,37.774827,RH-2,RH-2,5.4301369863013695,POINT (-122.499213 37.774827),25,Outer Richmond,Conventional Residential
1737,24945,2015-07-21,668 23RD AV,1622025,2016-04-21,CONSTRUCTION,07/01/2016,2016-04-01,201405135633,2014-05-13,2014-05-13,2014-05-13,2016-04-21,CONSTRUCTION,"('2014-05-13', '2014-05-13', '2014-05-13', '2014-05-13', '2015-07-21', '2015-07-21', '2016-01-12', '2016-04-01', '2016-04-21')",780.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,1.0,1.0,-122.481901563,37.7751731983,RH-2,RH-2,2.136986301369863,POINT (-122.481901563 37.7751731983),25,Outer Richmond,Conventional Residential
845,16429,2011-05-31,727 29TH AV,1615003,2013-05-13,CONSTRUCTION,10/01/2014,2012-11-30,201004150330.0,2010-04-15,2010-04-15,2010-04-15,2013-05-13,CONSTRUCTION,"('2010-04-15', '2010-04-15', '2010-04-15', '2010-04-15', '2011-05-31', '2011-07-13', '2011-07-13', '2011-07-13', '2011-07-13', '2011-07-13', '2012-11-30', '2012-11-30', '2013-05-13', '2013-05-13', '2013-05-13', '2013-05-13', '2013-05-13', '2013-05-13')",1630.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.489031,37.775539,RH-2,RH-2,4.465753424657534,POINT (-122.489031 37.775539),25,Outer Richmond,Conventional Residential
1090,5884,,2400 BALBOA ST,1568011D,2009-10-13,CONSTRUCTION,07/01/2011,2009-09-23,200612119580,2006-12-11,2009-09-23,2006-12-11,2009-10-13,CONSTRUCTION,"('2009-09-23', '2009-10-13', '2009-10-13', '2009-10-13', '2009-10-13', '2009-10-13', '2009-10-13', '2009-10-13')",1663.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,1.0,1.0,-122.48456000000002,37.776369,RH-2,RH-2,4.556164383561644,POINT (-122.48456 37.776369),25,Outer Richmond,Conventional Residential
1831,27566,2015-09-16,571 21ST AV,1564013,2016-12-14,CONSTRUCTION,01/01/2017,2016-09-30,201305298089,2012-04-10,2012-04-10,2012-04-10 00:00:00,2016-12-14,CONSTRUCTION,"('2012-04-10', '2012-04-10', '2012-04-10', '2013-02-13', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2015-09-16', '2015-09-16', '2015-09-16', '2015-09-16', '2016-09-30', '2016-12-14')",1727.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.48054603,37.7771025622,RH-2,RH-2,4.7315068493150685,POINT (-122.48054603 37.7771025622),25,Outer Richmond,Conventional Residential
950,13425,2011-09-12,641 27TH AV,1570003C,2013-07-17,CONSTRUCTION,10/01/2013,2013-04-19,200711057313,2007-11-05,2007-11-05,2007-11-05,2013-07-17,CONSTRUCTION,"('2007-11-05', '2007-11-05', '2007-11-05', '2011-09-12', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2011-12-09', '2013-04-19', '2013-06-04', '2013-07-17')",2157.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP REINSTATED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,2.0,2.0,-122.487005,37.77724600000001,RH-2,RH-2,5.909589041095891,POINT (-122.487005 37.77724600000001),25,Outer Richmond,Conventional Residential
1893,21706,2012-09-24,551 22ND AV,1565006A,2016-01-11,CONSTRUCTION,01/01/2016,2014-05-22,201012025978.0,2010-12-02,2010-12-02,2010-12-02,2016-01-11,CONSTRUCTION,"('2010-12-02', '2010-12-02', '2010-12-02', '2010-12-02', '2011-03-07', '2011-03-07', '2011-03-07', '2012-09-24', '2012-09-24', '2013-03-01', '2013-03-01', '2013-03-01', '2013-03-01', '2013-03-01', '2014-05-22', '2014-09-16', '2014-10-03', '2014-10-03', '2014-10-03', '2014-10-03', '2016-01-11')",1856.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,2.0,-122.481639629,37.7773278535,RH-2,RH-2,5.0849315068493155,POINT (-122.481639629 37.7773278535),25,Outer Richmond,Conventional Residential
860,6671,2008-09-17,633 27TH AV,1570003A,2011-07-21,CONSTRUCTION,10/01/2011,2010-09-13,200709284059,2007-09-28,2008-09-17,2007-09-28,2011-07-21,CONSTRUCTION,"('2008-09-17', '2008-09-17', '2008-09-17', '2008-09-17', '2010-09-13', '2010-12-13', '2011-02-08', '2011-02-08', '2011-07-21')",1464.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2011,Under Construction,1.0,1.0,-122.486861,37.777377,RH-2,RH-2,4.010958904109589,POINT (-122.486861 37.777377),25,Outer Richmond,Conventional Residential
1801,21998,2012-07-23,4324 ANZA ST,1510022,2012-11-09,CONSTRUCTION,01/01/2016,2012-09-28,201101118224.0,2011-01-11,2011-01-11,2011-01-11,2012-11-09,CONSTRUCTION,"('2011-01-11', '2011-01-11', '2011-01-11', '2012-07-23', '2012-09-28', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09', '2012-11-09')",1816.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.494749859,37.7779515894,RH-2,RH-2,4.975342465753425,POINT (-122.494749859 37.7779515894),25,Outer Richmond,Conventional Residential
693,27488,2016-04-15,500 19TH AV,1561038A,2016-11-16,CONSTRUCTION,01/01/2017,2016-11-16,201409055540,2014-09-05,2014-09-05,2014-09-05,2016-11-16,CONSTRUCTION,"('2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2014-09-05', '2016-04-15', '2016-04-15', '2016-11-16')",849.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.477972995,37.7782602192,RM-1,RM-1,2.326027397260274,POINT (-122.477972995 37.7782602192),25,Outer Richmond,Industrial
816,12983,2012-05-11,7327 GEARY BL,1507038,2013-01-08,CONSTRUCTION,10/01/2013,2012-10-15,201010072476,2010-10-07,2010-10-07,2010-10-07,2013-01-08,CONSTRUCTION,"('2010-10-07', '2010-10-07', '2010-10-07', '2010-11-09', '2010-11-09', '2010-11-09', '2012-05-11', '2012-05-11', '2012-10-15', '2013-01-08', '2013-01-08', '2013-01-08')",1090.0,"('BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,1.0,-122.498104,37.779174,RM-1,RM-1,2.9863013698630136,POINT (-122.498104 37.779174),25,Outer Richmond,Industrial
1078,5876,2008-02-27,440 35TH AV,1466034,2010-05-06,CONSTRUCTION,07/01/2011,2009-11-23,200611308863,2006-11-30,2008-02-27,2006-11-30,2010-05-06,CONSTRUCTION,"('2008-02-27', '2009-11-23', '2009-11-23', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06', '2010-05-06')",1674.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,1.0,1.0,-122.495349,37.780705,RH-2,RH-2,4.586301369863014,POINT (-122.495349 37.780705),25,Outer Richmond,Conventional Residential
1321,21929,2010-09-22,446 33RD AV,1464014,2014-12-04,CONSTRUCTION,01/01/2016,2013-04-17,200911231869.0,2009-11-23,2009-11-23,2009-11-23,2014-12-04,CONSTRUCTION,"('2009-11-23', '2009-11-23', '2009-11-23', '2010-09-22', '2010-12-29', '2010-12-29', '2010-12-29', '2010-12-29', '2010-12-29', '2010-12-29', '2010-12-29', '2010-12-29', '2010-12-29', '2013-04-17', '2013-04-17', '2013-04-17', '2013-04-17', '2013-04-17', '2013-04-17', '2013-04-17', '2014-12-04', '2014-12-04', '2014-12-04', '2014-12-04', '2014-12-04')",2230.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.493053546,37.7807382714,RH-2,RH-2,6.109589041095891,POINT (-122.493053546 37.7807382714),25,Outer Richmond,Conventional Residential
942,15652,2013-10-17,427 31ST AV,1463005,2014-04-15,CONSTRUCTION,07/01/2014,2014-03-26,201112160853,2011-12-16,2011-12-16,2011-12-16 00:00:00,2014-04-15,CONSTRUCTION,"('2011-12-16', '2011-12-16', '2011-12-16', '2011-12-16', '2011-12-16', '2011-12-16', '2011-12-16', '2011-12-16', '2013-10-17', '2014-03-26', '2014-04-15')",928.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,2.0,2.0,-122.491594,37.781147,RH-2,RH-2,2.5424657534246577,POINT (-122.491594 37.781147),25,Outer Richmond,Conventional Residential
237,3250,,354 20TH AV,1451032,2010-05-11,CONSTRUCTION,07/01/2010,2010-03-04,200903023137,2009-03-02,2009-03-02,2009-03-02,2010-05-11,CONSTRUCTION,"('2009-03-02', '2009-03-02', '2010-03-04', '2010-05-11')",486.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2010,Under Construction,1.0,1.0,-122.479279,37.781248,RM-1,RM-1,1.3315068493150686,POINT (-122.479279 37.781248),25,Outer Richmond,Industrial
1431,5500,,420 29TH AV,1460040,2010-06-29,CONSTRUCTION,04/01/2011,2010-06-29,201006295535,2006-07-25,2008-12-18,2006-07-25,2010-06-29,CONSTRUCTION,"('2008-12-18', '2008-12-18', '2010-06-29', '2010-06-29', '2010-06-29')",1711.0,"('PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,21.0,,-122.488937,37.781324,RH-2,RH-2,4.6876712328767125,POINT (-122.488937 37.781324),25,Outer Richmond,Conventional Residential
1005,26970,2011-09-26,2034 CLEMENT ST,1412019,2014-04-10,CONSTRUCTION,01/01/2017,2012-07-12,201010253666,2010-03-16,2010-03-16,2010-03-16,2014-04-10,CONSTRUCTION,"('2010-03-16', '2010-05-26', '2010-05-26', '2010-10-25', '2010-10-25', '2010-10-25', '2011-09-26', '2011-11-22', '2012-03-05', '2012-07-12', '2012-09-14', '2012-10-22', '2012-10-22', '2012-10-22', '2012-10-22', '2012-10-22', '2012-10-22', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10', '2014-04-10')",2483.0,"('BP FILED', 'BP REINSTATED', 'BP REINSTATED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,3.0,3.0,-122.481284262,37.782524015599996,NCD,NCD,6.802739726027397,POINT (-122.481284262 37.7825240156),25,Outer Richmond,Nhb Commercial
1061,27257,2012-01-26,322 29TH AV,1405045,2013-05-10,CONSTRUCTION,01/01/2017,2012-10-11,201106238762,2011-06-23,2011-06-23,2011-06-23,2013-05-10,CONSTRUCTION,"('2011-06-23', '2011-06-23', '2012-01-26', '2012-03-28', '2012-03-28', '2012-10-11', '2012-10-23', '2013-04-12', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10', '2013-05-10')",2019.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.488926834,37.7832193784,RH-2,RH-2,5.531506849315068,POINT (-122.488926834 37.7832193784),25,Outer Richmond,Conventional Residential
879,21384,2009-12-30,212 23RD AV,1411022,2011-12-21,CONSTRUCTION,01/01/2016,2010-05-25,200903174286.0,2009-01-21,2009-03-17,2009-01-21,2011-12-21,CONSTRUCTION,"('2009-03-17', '2009-12-30', '2009-12-30', '2010-05-25', '2010-08-05', '2010-08-05', '2011-02-09', '2011-03-15', '2011-03-15', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21')",2536.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.48255993299999,37.783646448,RH-2,RH-2,6.947945205479452,POINT (-122.482559933 37.783646448),25,Outer Richmond,Conventional Residential
2013,10668,,5495 CALIFORNIA ST,1417031,2012-10-04,CONSTRUCTION,01/01/2013,2012-01-24,201106158161,2009-03-05,2009-03-05,2009-03-05,2012-10-04,CONSTRUCTION,"('2009-03-05', '2009-03-05', '2009-03-05', '2009-03-05', '2009-03-05', '2009-03-05', '2011-03-03', '2011-06-15', '2011-06-15', '2012-01-24', '2012-02-16', '2012-07-12', '2012-10-04', '2012-10-04')",1398.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,1.0,1.0,-122.476281,37.784164,NC-1,NC-1,3.83013698630137,POINT (-122.476281 37.784164),25,Outer Richmond,Nhb Commercial
1367,20604,,279 26TH AV,1386015,2014-02-24,CONSTRUCTION,10/01/2015,2009-06-22,200605091174.0,2006-05-09,2009-06-22,2006-05-09,2014-02-24,CONSTRUCTION,"('2009-06-22', '2009-06-22', '2009-06-22', '2009-06-22', '2009-06-22', '2009-06-22', '2009-06-22', '2009-06-22', '2009-06-22', '2011-12-06', '2012-02-27', '2012-04-17', '2012-07-26', '2012-07-26', '2012-12-20', '2012-12-20', '2012-12-20', '2012-12-20', '2014-02-24', '2014-02-24', '2014-02-24', '2014-02-24', '2014-02-24', '2014-02-24', '2014-02-24')",3432.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,1.0,1.0,-122.48644286,37.7842361111,RM-1,RM-1,9.402739726027397,POINT (-122.48644286 37.78423611110001),25,Outer Richmond,Industrial
986,6294,2010-04-22,167 16TH AV,1376014,2011-03-03,CONSTRUCTION,07/01/2011,2010-09-16,200902262930,2009-02-26,2009-02-26,2009-02-26,2011-03-03,CONSTRUCTION,"('2009-02-26', '2009-02-26', '2010-04-22', '2010-04-22', '2010-09-16', '2010-12-08', '2011-03-03', '2011-03-03')",855.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,1.0,1.0,-122.475583,37.784984,RH-2,RH-2,2.3424657534246576,POINT (-122.475583 37.784984),25,Outer Richmond,Conventional Residential
1533,1043,,124 23RD AV,1382039,2009-11-24,CONSTRUCTION,01/01/2010,2009-09-09,200712271420,2007-12-27,2009-09-09,2007-12-27,2009-11-24,CONSTRUCTION,"('2009-09-09', '2009-11-24')",736.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,1.0,1.0,-122.48279,37.785296,RH-2,RH-2,2.0164383561643837,POINT (-122.48279 37.785296),25,Outer Richmond,Conventional Residential
2280,12258,2012-03-30,590 35TH AV,1510025,2013-04-05,CONSTRUCTION,07/01/2013,2012-11-08,200910280037,2009-10-28,2009-10-28,2009-10-28,2013-04-05,CONSTRUCTION,"('2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2012-03-30', '2012-06-01', '2012-06-01', '2012-11-08', '2013-04-05', '2013-04-05')",1342.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,1.0,1.0,-122.495041,37.777906,RH-2,RH-2,3.6767123287671235,POINT (-122.495041 37.777906),25,Outer Richmond,Conventional Residential
2483,2240,,431 26TH AV,1458005,2009-07-22,CONSTRUCTION,04/01/2010,2009-07-22,200309265941,2003-09-26,2009-07-22,2003-09-26,2009-07-22,CONSTRUCTION,"('2009-07-22', '2009-07-22', '2009-07-22')",2379.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2010,Under Construction,2.0,2.0,-122.48606399999998,37.781312,RM-1,RM-1,6.517808219178082,POINT (-122.486064 37.781312),25,Outer Richmond,Industrial
2493,11107,,701 43RD AV,1601001,2008-12-31,CONSTRUCTION,04/01/2013,2008-12-31,200710155396,2007-06-26,2008-12-31,2007-06-26,2008-12-31,CONSTRUCTION,"('2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31', '2008-12-31')",2106.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,1.0,1.0,-122.503878,37.775204,RH-2,RH-2,5.76986301369863,POINT (-122.503878 37.775204),25,Outer Richmond,Conventional Residential
