,Unnamed: 0,Unnamed: 0.1,BP_date,address_x,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,bp_duplicates,project_time_years,aff_address,address_y,Low Income Units,Placed in Service (PIS) Date ,iz_address,Total BMRs in this Building or Phase,Planning Approval Date,Completion Date,_merge,geometry,index_right,nhood,permit_time,bp_time,con_time,ptime_per_unit,bptime_per_unit,contime_per_unit,zone_class,year_start,first_year
2340,2340,0,2015-04-22,1763 33RD AV,0.0,0.0,2016016,2015-04-22,BP ISSUED,,,201409237096,True,2014-09-23,2014-09-23,2014-09-23,2015-04-22,BP ISSUED,"('2014-09-23', '2014-09-23', '2015-04-22', '2015-04-22', '2015-04-22')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2015,Building Permit Approved,1.0,1.0,-122.491853436,37.7542694773,RH-1,RH-1,False,,,,,,,,,,left_only,POINT (-122.491853436 37.7542694773),34,Sunset/Parkside,0.5780821917808219,,,0.5780821917808219,,,Conventional Residential,2014,2014
2350,2350,0,2017-01-26,2316 28TH AV,0.0,0.0,2356029,2017-01-26,BP ISSUED,,,201609218442,False,2016-09-21,2016-09-21,2016-09-21,2017-01-26,BP ISSUED,"('2016-09-21', '2016-09-21', '2017-01-26')",,"('BP FILED', 'BP FILED', 'BP ISSUED')",1,2017,Building Permit Approved,1.0,1.0,-122.48511016299999,37.7441074332,RH-1,RH-1,False,,,,,,,,,,left_only,POINT (-122.485110163 37.7441074332),34,Sunset/Parkside,0.34794520547945207,,,0.34794520547945207,,,Conventional Residential,2016,2016
2351,2351,0,,1553 45TH AV,0.0,0.0,1891010,2016-12-21,BP FILED,,,201612215558,False,2016-12-21,2016-12-21,2016-12-21,2016-12-21,BP FILED,"('2016-12-21', '2016-12-21', '2016-12-21')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.50498199459999,37.7575569153,,,False,,,,,,,,,,left_only,POINT (-122.5049819946 37.7575569153),34,Sunset/Parkside,,,,,,,,2016,2016
2361,2361,0,2016-02-01,1271 19TH AV,0.0,0.0,1731015,2016-02-01,BP ISSUED,,,201310169408,False,2013-10-16,2013-10-16,2013-10-16,2016-02-01,BP ISSUED,"('2013-10-16', '2013-10-16', '2013-10-16', '2014-08-15', '2014-08-15', '2014-08-15', '2014-08-15', '2014-08-15', '2014-08-15', '2016-02-01', '2016-02-01', '2016-02-01', '2016-02-01', '2016-02-01', '2016-02-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,2.0,-122.47755432129999,37.764106750500005,RM-1,RM-1,False,,,,,,,,,,left_only,POINT (-122.4775543213 37.76410675050001),34,Sunset/Parkside,2.2958904109589042,,,1.1479452054794521,,,Industrial,2013,2013
2375,2375,0,2008-03-31,1559 19TH AV,,,1865009,2008-03-31,BP ISSUED,,,200707116486,True,2007-07-11,2008-03-31,2007-07-11,2008-03-31,BP ISSUED,"('2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31', '2008-03-31')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2013,Building Permit Approved,1.0,1.0,-122.47696699999999,37.7587553,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.476967 37.7587553),34,Sunset/Parkside,0.7232876712328767,,,0.7232876712328767,,,Conventional Residential,2007,2007
2388,2388,0,,3131 QUINTARA ST,0.0,0.0,2177054,2015-06-30,BP FILED,,,201506300382,False,2015-06-30,2015-06-30,2015-06-30,2015-06-30,BP FILED,"('2015-06-30', '2015-06-30', '2015-06-30', '2015-06-30', '2015-06-30', '2015-06-30', '2015-06-30', '2015-06-30', '2015-06-30')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.49914550780001,37.747379303,,,False,,,,,,,,,,left_only,POINT (-122.4991455078 37.747379303),34,Sunset/Parkside,,,,,,,,2015,2015
2392,2392,0,,2142 34TH AV,0.0,0.0,2184034,2016-03-28,CONSTRUCTION,,2016-03-28,201506037942,False,2015-06-03,2015-06-03,2015-06-03,2016-03-28,CONSTRUCTION,"('2015-06-03', '2015-06-03', '2015-06-03', '2016-03-28', '2016-03-28', '2016-03-28', '2016-03-28', '2016-03-28', '2016-03-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.4917678833,37.747123718299996,,,False,,,,,,,,,,left_only,POINT (-122.4917678833 37.7471237183),34,Sunset/Parkside,,,,,,,,2015,2015
2416,2416,0,2015-11-04,330 COUNTRY CLUB DR,0.0,0.0,7272043,2016-01-28,BP ISSUED,,,201501135624,True,2015-01-13,2015-01-13,2015-01-13,2016-01-28,BP ISSUED,"('2015-01-13', '2015-01-13', '2015-01-13', '2015-11-04', '2016-01-28', '2016-01-28', '2016-01-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2016,Building Permit Approved,1.0,1.0,-122.495608976,37.7331369489,RH-1(D),RH-1(D),False,,,,,,,,,,left_only,POINT (-122.495608976 37.7331369489),34,Sunset/Parkside,0.8082191780821918,,,0.8082191780821918,,,Conventional Residential,2015,2015
2443,2443,0,,3439 LINCOLN WY,0.0,0.0,1715044,2016-09-20,BP FILED,,,201609208277,False,2016-09-20,2016-09-20,2016-09-20,2016-09-20,BP FILED,"('2016-09-20', '2016-09-20', '2016-09-20', '2016-09-20')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4950942993,37.7643928528,,,False,,,,,,,,,,left_only,POINT (-122.4950942993 37.7643928528),34,Sunset/Parkside,,,,,,,,2016,2016
12,12,0,2016-09-23,580 DE HARO ST (BLDG 6 OF 7),0.0,0.0,4008003,2016-09-23,BP ISSUED,,,201402269327,True,2014-02-26,2016-09-23,2014-02-26,2016-09-23,BP ISSUED,"('2016-09-23',)",,"('BP ISSUED',)",4,2016,Building Permit Approved,1.0,1.0,-122.401698862,37.7625648001,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.401698862 37.7625648001),28,Potrero Hill,2.5753424657534247,,,2.5753424657534247,,,Conventional Residential,2014,2014
73,73,0,2015-05-28,896 DE HARO ST,0.0,0.0,4095018,2017-03-22,CONSTRUCTION,04/01/2017,2016-05-18,201204249018,False,2012-04-24,2012-04-24,2012-04-24 00:00:00,2017-03-22,CONSTRUCTION,"('2012-04-24', '2012-04-24', '2012-04-24', '2012-04-24', '2012-04-24', '2012-04-24', '2012-04-24', '2012-04-24', '2012-04-24', '2012-04-24', '2012-04-24', '2015-05-28', '2015-05-28', '2015-05-28', '2015-05-28', '2015-05-28', '2016-05-18', '2016-08-23', '2016-12-29', '2017-03-22')",1803.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,2.0,2.0,-122.40125873299999,37.758353470500005,RH-2,RH-2,False,4.93972602739726,,,,,,,,,left_only,POINT (-122.401258733 37.7583534705),28,Potrero Hill,3.0931506849315067,0.9753424657534246,0.8712328767123287,1.5465753424657533,0.4876712328767123,0.43561643835616437,Conventional Residential,2012,2012
76,76,0,,1200 19TH ST,,,4038009,2010-05-14,CONSTRUCTION,04/01/2011,2009-11-25,200310097072,False,2003-10-09,2009-11-25,2003-10-09,2010-05-14,CONSTRUCTION,"('2009-11-25', '2010-04-05', '2010-05-14', '2010-05-14', '2010-05-14', '2010-05-14')",2731.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,2.0,,-122.39459,37.76149,RH-2,RH-2,False,7.4821917808219185,,,,,,,,,left_only,POINT (-122.39459 37.76149),28,Potrero Hill,,,1.347945205479452,,,0.673972602739726,Conventional Residential,2003,2003
79,79,0,,PIER 70,0.0,0.0,4110001,2015-02-10,PL FILED,,,,True,2014-11-10,2015-02-10,2014-11-10,2015-02-10,PL FILED,"('2015-02-10', '2015-02-10', '2015-02-10', '2015-02-10', '2015-02-10')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,1100.0,1100.0,-122.386994,37.7597541361,M-2,M-2,True,,,,,,,,,,left_only,POINT (-122.386994 37.7597541361),28,Potrero Hill,,,,,,,Industrial,2014,2014
108,108,0,2016-06-13,549 CONNECTICUT ST,0.0,0.0,4100004D,2016-06-13,BP ISSUED,,,201604285985,True,2016-04-28,2016-06-13,2016-04-28,2016-06-13,BP ISSUED,"('2016-06-13', '2016-06-13', '2016-06-13')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2016,Building Permit Approved,1.0,1.0,-122.39687402,37.7593138984,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.39687402 37.7593138984),28,Potrero Hill,0.12602739726027398,,,0.12602739726027398,,,Conventional Residential,2016,2016
139,139,0,2011-01-04,838 KANSAS ST,0.0,0.0,4093007,2014-12-23,CONSTRUCTION,01/01/2015,2013-12-24,200805232798,False,2007-12-31,2008-05-23,2007-12-31,2014-12-23,CONSTRUCTION,"('2008-05-23', '2008-05-23', '2008-05-23', '2008-05-23', '2008-05-23', '2011-01-04', '2011-01-04', '2011-01-04', '2011-01-04', '2011-01-04', '2012-03-06', '2012-03-06', '2012-03-06', '2012-03-06', '2013-03-01', '2013-03-01', '2013-03-01', '2013-12-24', '2014-03-14', '2014-04-09', '2014-09-16', '2014-12-23')",2558.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,1.0,1.0,-122.40316000000001,37.758981,RH-2,RH-2,False,7.008219178082192,,,,,,,,,left_only,POINT (-122.40316 37.75898100000001),28,Potrero Hill,3.0136986301369864,2.9726027397260273,1.021917808219178,3.0136986301369864,2.9726027397260273,1.021917808219178,Conventional Residential,2007,2007
172,172,0,,580 DE HARO STREET,0.0,0.0,4008003,2014-03-13,PL FILED,,,,True,2014-03-13,2014-03-13,2014-03-13,2014-03-13,PL FILED,"('2014-03-13', '2014-03-13', '2014-03-13', '2014-03-13', '2014-03-13', '2014-03-13', '2014-03-13')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,3.0,3.0,-122.401698861,37.7625647992,RH-2,RH-2,True,,,,,,,,,,left_only,POINT (-122.401698861 37.7625647992),28,Potrero Hill,,,,,,,Conventional Residential,2014,2014
175,175,0,,1532 18TH ST,,,4004017,2009-04-30,BP FILED,,,200904307369,True,2009-04-30,2009-04-30,2009-04-30,2009-04-30,BP FILED,"('2009-04-30',)",,"('BP FILED',)",4,2009,Proposed,1.0,,-122.39786399999998,37.762629,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.397864 37.762629),28,Potrero Hill,,,,,,,Conventional Residential,2009,2009
228,228,0,,1395 22ND ST,0.0,0.0,4167011,2015-12-14,BP FILED,,,201512145054,False,2011-06-27,2014-01-13,2011-06-27,2015-12-14,BP FILED,"('2014-01-13', '2014-01-13', '2014-01-13', '2014-01-13', '2014-01-13', '2014-01-13', '2014-01-13', '2015-12-14', '2015-12-14', '2015-12-14', '2015-12-14', '2015-12-14', '2015-12-14')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,256.0,256.0,-122.393593669,37.7562034233,PDR-1-G,PDR-1-G,False,,,,,,1395 22ND ST,0.0,12/03/2015,,both,POINT (-122.393593669 37.7562034233),28,Potrero Hill,,,,,,,Other,2011,2011
240,240,0,,1028 WISCONSIN ST,,,4219003,2008-02-15,CONSTRUCTION,04/01/2013,2008-02-15,200412080961,False,2004-12-08,2008-02-15,2004-12-08,2008-02-15,CONSTRUCTION,"('2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15', '2008-02-15')",3036.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,1.0,1.0,-122.398857,37.754486,RH-2,RH-2,False,8.317808219178081,,,,,,,,,left_only,POINT (-122.398857 37.754486),28,Potrero Hill,,,5.1287671232876715,,,5.1287671232876715,Conventional Residential,2004,2004
250,250,0,,2065 03RD ST,,,3994001B,2009-03-26,PL APPROVED,,,,True,2006-06-07,2006-06-07,2006-06-07,2009-03-26,PL APPROVED,"('2006-06-07', '2009-03-26', '2009-03-26')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED')",1,2010,Proposed,62.0,62.0,-122.388535,37.763492,UMU,UMU,True,,,,,,,,,,left_only,POINT (-122.388535 37.763492),28,Potrero Hill,,,,,,,Other,2006,2006
252,252,0,,791 SAN BRUNO AV,,,4075017,2010-08-18,CONSTRUCTION,01/01/2011,2008-06-05,200504049074,False,2005-04-04,2008-06-05,2005-04-04,2010-08-18,CONSTRUCTION,"('2008-06-05', '2008-06-05', '2008-06-05', '2008-06-05', '2010-08-18', '2010-08-18')",2098.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2010,Under Construction,1.0,1.0,-122.40485600000001,37.759738,RH-2,RH-2,False,5.747945205479453,,,,,,,,,left_only,POINT (-122.404856 37.759738),28,Potrero Hill,,,2.5753424657534247,,,2.5753424657534247,Conventional Residential,2005,2005
276,276,0,,901 TENNESSEE STREET,6.0,0.0,4108017,2013-09-12,PL FILED,,,,True,2013-09-12,2013-09-12,2013-09-12,2013-09-12,PL FILED,"('2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,39.0,39.0,-122.38915380700001,37.7602272103,UMU,UMU,True,,,,,,901 TENNESSEE ST,6.0,05/21/2015,,both,POINT (-122.389153807 37.7602272103),28,Potrero Hill,,,,,,,Other,2013,2013
300,300,0,,417 MISSISSIPPI ST,0.0,0.0,4064026,2016-10-04,PL APPROVED,,,201607142376,False,2016-07-14,2016-10-04,2016-07-14,2016-10-04,PL APPROVED,"('2016-10-04', '2016-10-04', '2016-10-04', '2016-10-04')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2017,Proposed,1.0,1.0,-122.39413452149999,37.761108398400005,,,False,,,,,,,,,,left_only,POINT (-122.3941345215 37.7611083984),28,Potrero Hill,,,,,,,,2016,2016
310,310,0,2016-12-29,208 PENNSYLVANIA AV,0.0,0.0,4000053,2016-12-29,BP ISSUED,,,201409106023,False,2014-07-03,2016-12-29,2014-07-03,2016-12-29,BP ISSUED,"('2016-12-29', '2016-12-29', '2016-12-29')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,4.0,4.0,-122.39401245120001,37.7634620667,,,False,,,,,,,,,,left_only,POINT (-122.3940124512 37.7634620667),28,Potrero Hill,2.493150684931507,,,0.6232876712328768,,,,2014,2014
351,351,0,,2230 3RD STREET,0.0,0.0,4059001C,2014-03-06,PL FILED,,,,True,2014-03-06,2014-03-06,2014-03-06,2014-03-06,PL FILED,"('2014-03-06', '2014-03-06', '2014-03-06', '2014-03-06', '2014-03-06', '2014-03-06', '2014-03-06')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,37.0,37.0,-122.388940698,37.7612470299,UMU,UMU,True,,,,,,,,,,left_only,POINT (-122.388940698 37.7612470299),28,Potrero Hill,,,,,,,Other,2014,2014
352,352,0,2014-03-31,1451 MARIPOSA ST,0.0,0.0,4004034,2016-08-02,CONSTRUCTION,,2016-02-26,201302250862,False,2013-02-25,2013-02-25,2013-02-25,2016-08-02,CONSTRUCTION,"('2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2014-03-31', '2014-06-11', '2014-06-11', '2014-06-11', '2014-06-11', '2014-06-11', '2014-06-11', '2016-01-14', '2016-02-26', '2016-02-26', '2016-08-02', '2016-08-02', '2016-08-02', '2016-08-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.39812469479999,37.763568878200005,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.3981246948 37.7635688782),28,Potrero Hill,1.093150684931507,1.9095890410958904,,1.093150684931507,1.9095890410958904,,Conventional Residential,2013,2013
429,429,0,,888 TENNESSEE ST,16.0,16.0,4060001,2014-11-07,PL FILED,,,,False,2013-07-18,2013-10-16,2013-07-18,2014-11-07,PL FILED,"('2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2013-10-16', '2014-11-07', '2014-11-07', '2014-11-07')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,128.0,128.0,-122.3899841309,37.7607650757,UMU,UMU,True,,,,,,,,,,left_only,POINT (-122.3899841309 37.7607650757),28,Potrero Hill,,,,,,,Other,2013,2013
439,439,0,,2198 03RD ST,,,4044030,2007-07-20,CONSTRUCTION,07/01/2010,2007-07-20,200005028846,False,2000-05-02,2007-07-20,2000-05-02,2007-07-20,CONSTRUCTION,"('2007-07-20', '2007-07-20', '2007-07-20', '2007-07-20')",3712.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2010,Under Construction,24.0,24.0,-122.388916,37.761902,M-2,M-2,False,10.169863013698633,,,,,,,,,left_only,POINT (-122.388916 37.761902),28,Potrero Hill,,,2.9506849315068493,,,0.12294520547945205,Industrial,2000,2000
460,460,0,,650 ILLINOIS ST,0.0,0.0,3994001C,2014-06-05,PL APPROVED,,,,True,2010-08-23,2012-06-14,2010-08-23,2014-06-05,PL APPROVED,"('2012-06-14', '2014-06-05', '2014-06-05', '2014-06-05', '2014-06-05', '2014-06-05', '2014-06-05')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,97.0,97.0,-122.388374828,37.7637856036,UMU,UMU,True,,,,,,,,,,left_only,POINT (-122.388374828 37.7637856036),28,Potrero Hill,,,,,,,Other,2010,2010
512,512,0,,249 PENNSYLVANIA AV,10.0,10.0,3999002,2016-11-22,BP FILED,,,201611223357,False,2014-08-19,2015-05-29,2014-08-19,2016-11-22,BP FILED,"('2015-05-29', '2015-07-16', '2015-07-16', '2015-07-16', '2015-07-16', '2016-11-22', '2016-11-22', '2016-11-22')",,"('BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,59.0,59.0,-122.39317321780001,37.7629699707,,,False,,,,,,,,,,left_only,POINT (-122.3931732178 37.7629699707),28,Potrero Hill,,,,,,,,2014,2014
517,517,0,2007-06-28,758 ARKANSAS ST,,,4162012,2007-06-28,BP REINSTATED,,,200506286196,False,2005-06-28,2007-06-28,2005-06-28,2007-06-28,BP REINSTATED,"('2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",2,2011,Building Permit Approved,1.0,1.0,-122.398059,37.756481,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.398059 37.756481),28,Potrero Hill,2.0,,,2.0,,,Conventional Residential,2005,2005
557,557,0,,603 TENNESSEE ST,0.0,0.0,3995015,2016-02-26,BP FILED,,,201602260667,False,2015-08-31,2016-01-05,2015-08-31,2016-02-26,BP FILED,"('2016-01-05', '2016-02-26', '2016-02-26', '2016-02-26', '2016-02-26', '2016-02-26', '2016-02-26')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,24.0,24.0,-122.3895187378,37.764003753699996,,,False,,,,,,,,,,left_only,POINT (-122.3895187378 37.7640037537),28,Potrero Hill,,,,,,,,2015,2015
559,559,0,2016-08-30,580 DE HARO ST (BLDG 3 OF 7),0.0,0.0,4008003,2016-08-30,BP APPROVED,,,201402269324,True,2013-11-14,2016-08-30,2013-11-14,2016-08-30,BP APPROVED,"('2016-08-30',)",,"('BP APPROVED',)",4,2016,Building Permit Approved,2.0,2.0,-122.401698862,37.7625648001,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.401698862 37.7625648001),28,Potrero Hill,2.7945205479452055,,,1.3972602739726028,,,Conventional Residential,2013,2013
622,622,0,2012-07-23,1717 17TH ST,2.0,,3980007,2014-03-28,CONSTRUCTION,04/01/2014,2012-10-11,201202154236,False,2005-12-22,2005-12-22,2005-12-22,2014-03-28,CONSTRUCTION,"('2005-12-22', '2005-12-22', '2012-02-15', '2012-07-23', '2012-10-11', '2012-11-20', '2013-04-09', '2013-06-06', '2013-08-28', '2013-12-23', '2014-03-28')",3022.0,"('PL FILED', 'PL FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2014,Under Construction,20.0,20.0,-122.4007389,37.764748499999996,PDR-1-G,PDR-1-G,False,8.279452054794518,,,,,1717 17TH ST,2.0,07/15/2010,11/09/2015,both,POINT (-122.4007389 37.7647485),28,Potrero Hill,6.589041095890411,0.2191780821917808,1.4712328767123288,0.32945205479452055,0.010958904109589041,0.07356164383561645,Other,2005,2005
649,649,0,,542 KANSAS ST,,,4010001O,2009-08-03,CONSTRUCTION,07/01/2011,2009-08-03,200601303332,False,2006-01-30,2009-08-03,2006-01-30,2009-08-03,CONSTRUCTION,"('2009-08-03', '2009-08-03', '2009-08-03', '2009-08-03', '2009-08-03', '2009-08-03', '2009-08-03', '2009-08-03')",1978.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,1.0,1.0,-122.403501,37.762875,RH-3,RH-3,False,5.419178082191781,,,,,,,,,left_only,POINT (-122.403501 37.762875),28,Potrero Hill,,,1.9095890410958904,,,1.9095890410958904,Conventional Residential,2006,2006
654,654,0,2016-08-30,580 DE HARO ST (BLDG 1 OF 7),0.0,0.0,4008003,2016-08-30,BP APPROVED,,,201402269331,True,2014-02-26,2016-08-30,2014-02-26,2016-08-30,BP APPROVED,"('2016-08-30',)",,"('BP APPROVED',)",4,2016,Building Permit Approved,2.0,2.0,-122.401698862,37.7625648001,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.401698862 37.7625648001),28,Potrero Hill,2.5095890410958903,,,1.2547945205479452,,,Conventional Residential,2014,2014
662,662,0,,950 TENNESSEE ST,0.0,0.0,4107001B,2016-12-15,PL APPROVED,,,,False,2014-09-12,2015-12-28,2014-09-12,2016-12-15,PL APPROVED,"('2015-12-28', '2015-12-28', '2015-12-28', '2015-12-28', '2016-12-15', '2016-12-15', '2016-12-15')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2017,Proposed,103.0,103.0,-122.38988494870001,37.7597465515,,,True,,,,,,,,,,left_only,POINT (-122.3898849487 37.7597465515),28,Potrero Hill,,,,,,,,2014,2014
